"dialog_keys";"type";"gesture file";"LED file";"Alternative 1";"Alternative 2";"Alternative 3";"Alternative 4"
"keyReport";"message";;"NeutralLed_5.csv";"Tell me when you need me.";"Just say something if you need me. I will be available.";;;;;;
