"dialog_keys";"type";"gesture file";"LED file";"Alternative 1";"Alternative 2";"Alternative 3";"Alternative 4"
"keyReport";"message";;"NeutralLed_2.csv";"Rufen Sie, wenn Sie mich brauchen.";"Sagen Sie bescheid, wenn Sie mich brauchen. Ich bin da.";;
