"dialog_keys";"type";"gesture file";"LED file";"Alternative 1";"Alternative 2";"Alternative 3";"Alternative 4"
"keyReport";"message";"HappyGesture_2.py";"HappyLed_2.csv";"The measurement was successful.";;;
